Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,docket_number,result,remanded,result text
department-commerce-v-new-york-2.pdf,1.0,18465.0,96.34,46.25,10.95,27.75,11.2,26.53,61.01,35.95,4.74,1.32,0.51,0.01,0.01,0.55,0.25,3.42,8.85,12.08,4.31,2.19,4.17,1.33,6.99,2.72,1.64,0.68,8.28,1.83,2.17,1.13,1.01,0.15,0.27,0.34,3.79,0.05,0.06,0.01,0.6,11.22,3.76,1.97,0.93,2.86,1.21,2.83,0.81,0.71,0.06,0.03,0.42,0.23,0.17,0.02,0.08,4.62,0.28,0.95,3.0,0.37,0.5,1.91,3.69,0.59,8.0,0.64,5.68,1.65,5.37,0.35,0.75,0.23,0.09,0.01,1.03,0.07,0.84,0.04,0.03,0.01,57.58,35.33,6.33,0.17,0.5,0.0,0.0,4.03,3.21,1.59,5.54,0.88,18-966,2,1,"Adjudged to be AFFIRMED IN PART, REVERSED IN PART, and case REMANDED."
department-commerce-v-new-york-3.pdf,1.0,8262.0,94.15,50.68,6.74,32.2,11.79,26.14,59.37,35.81,5.28,1.2,0.31,0.02,0.01,0.34,0.51,4.08,7.82,11.4,4.93,2.49,3.89,1.63,7.71,2.41,1.45,0.51,9.71,1.62,2.02,1.19,0.81,0.21,0.25,0.18,4.79,0.05,0.01,0.06,0.34,11.99,3.57,2.52,1.2,2.7,1.65,2.65,1.02,0.85,0.12,0.05,0.52,0.21,0.27,0.06,0.08,3.93,0.36,0.92,2.44,0.28,0.19,1.78,4.42,0.52,7.02,0.56,4.85,1.6,4.22,0.41,0.46,0.17,0.04,0.01,0.71,0.06,0.41,0.11,0.05,0.0,63.25,41.78,5.92,0.16,0.69,0.0,0.0,4.7,2.53,1.63,5.06,0.79,18-966,2,1,"Adjudged to be AFFIRMED IN PART, REVERSED IN PART, and case REMANDED."
department-commerce-v-new-york-4.pdf,1.0,5858.0,94.16,60.58,10.28,29.48,11.29,23.08,63.84,39.79,7.1,2.29,0.63,0.03,0.14,1.02,0.46,4.81,8.38,13.08,5.89,2.44,3.45,1.55,9.01,2.97,1.83,0.84,7.17,1.67,1.69,0.92,0.7,0.09,0.2,0.12,7.49,0.02,0.0,0.02,1.18,11.06,3.19,2.08,1.26,2.56,1.06,2.78,1.02,0.67,0.22,0.14,0.39,0.17,0.2,0.0,0.15,4.05,0.39,1.09,2.25,0.38,0.34,3.65,3.77,0.36,9.08,0.75,5.21,3.06,3.45,0.17,0.17,0.26,0.0,0.07,0.75,0.02,0.6,0.07,0.0,0.02,41.46,22.58,4.81,0.34,0.39,0.12,0.0,4.61,3.47,1.38,2.51,1.25,18-966,2,1,"Adjudged to be AFFIRMED IN PART, REVERSED IN PART, and case REMANDED."
department-commerce-v-new-york.pdf,1.0,9355.0,97.5,49.1,11.69,29.89,11.16,25.52,59.67,35.4,4.59,1.31,0.64,0.01,0.0,0.51,0.15,3.27,9.45,12.46,3.97,1.85,3.99,0.94,6.31,3.0,1.69,0.36,7.72,1.51,2.02,1.13,0.89,0.1,0.26,0.28,3.53,0.01,0.05,0.02,0.53,9.25,3.26,1.74,0.71,2.41,0.87,2.14,0.63,0.5,0.09,0.03,0.34,0.18,0.17,0.04,0.02,4.63,0.2,0.96,3.19,0.46,0.37,1.86,3.1,0.44,9.03,0.79,5.77,2.33,5.23,0.22,0.61,0.29,0.09,0.01,0.92,0.04,0.75,0.02,0.03,0.0,63.6,41.95,6.04,0.17,0.86,0.0,0.0,4.31,3.01,1.45,4.82,0.99,18-966,2,1,"Adjudged to be AFFIRMED IN PART, REVERSED IN PART, and case REMANDED."
department-health-human-services-v-florida-minimum-coverage-provision.pdf,1.0,8275.0,94.23,45.57,4.05,38.67,10.73,26.65,57.28,31.13,4.85,1.1,0.36,0.05,0.02,0.11,0.56,3.75,6.33,10.5,4.22,1.82,3.34,1.5,6.92,3.03,1.45,0.64,12.29,1.09,3.14,1.93,1.21,0.17,0.25,0.31,3.17,0.1,0.01,0.04,0.16,8.42,1.64,2.02,1.21,1.29,1.06,2.45,0.65,0.47,0.1,0.06,1.69,0.12,1.28,0.05,0.24,6.05,0.39,1.08,4.3,0.34,0.65,0.97,4.68,0.36,7.38,0.51,5.16,1.8,6.02,0.53,0.31,3.06,0.02,0.11,0.56,0.04,0.4,0.01,0.06,0.0,55.31,29.44,7.25,0.23,0.63,0.01,0.0,4.11,3.12,1.52,7.31,1.69,11-398,3,0,Motion for leave to intervene filed by David Boyle DENIED.
department-homeland-sec-v-ibrahim-1.pdf,1.0,3500.0,96.66,46.91,13.46,22.23,10.0,25.23,61.4,36.51,5.31,1.23,0.26,0.0,0.0,0.71,0.26,4.09,9.23,12.2,3.94,2.14,3.71,1.54,7.0,2.46,1.46,0.66,8.83,1.09,4.29,2.03,2.26,0.11,0.51,0.29,4.2,0.14,0.0,0.8,0.06,10.77,3.34,1.43,1.17,1.49,1.46,3.17,0.91,0.8,0.06,0.06,0.29,0.06,0.06,0.0,0.17,6.0,0.14,1.06,3.17,0.34,1.8,2.51,3.14,0.43,9.49,0.94,6.23,2.17,3.29,0.17,0.66,0.63,0.6,0.0,0.89,0.0,0.71,0.06,0.0,0.0,60.26,37.91,5.89,0.06,0.17,0.0,0.0,4.37,3.43,2.43,4.17,1.83,18-1509,3,0,Petition DENIED.
department-homeland-sec-v-ibrahim.pdf,1.0,10650.0,96.69,46.47,13.03,35.1,10.86,25.67,61.11,36.3,5.24,1.09,0.27,0.02,0.0,0.69,0.1,4.15,9.27,11.97,3.64,1.89,4.06,1.6,6.71,2.3,1.17,0.6,7.75,1.27,4.22,2.38,1.84,0.25,0.5,0.22,3.65,0.19,0.03,0.81,0.08,9.13,3.04,1.52,0.68,1.6,1.03,2.64,0.73,0.65,0.03,0.04,0.31,0.11,0.12,0.02,0.09,6.54,0.24,1.06,3.77,0.53,1.55,2.95,2.41,0.28,9.67,1.31,6.23,2.02,3.49,0.34,0.06,0.67,0.53,0.0,1.74,0.05,1.55,0.05,0.04,0.0,61.82,39.86,6.06,0.09,0.4,0.01,0.0,4.04,3.58,1.98,4.38,1.43,18-1509,3,0,Petition DENIED.
department-homeland-sec-v-maclean-brief-merits.pdf,1.0,18004.0,96.3,43.06,19.07,51.55,14.29,29.82,65.0,36.28,4.3,0.93,0.48,0.02,0.01,0.31,0.12,3.36,8.01,12.96,4.05,2.18,5.34,0.99,6.34,2.75,1.38,0.76,9.31,2.21,3.64,2.48,1.1,0.29,0.47,0.08,4.09,0.05,0.03,0.01,0.36,12.99,4.35,1.47,1.03,3.59,1.23,4.35,0.89,0.77,0.05,0.04,0.73,0.12,0.41,0.06,0.19,7.82,0.21,0.97,4.82,0.42,1.96,1.67,3.68,0.66,7.9,1.38,5.19,1.38,5.36,0.23,0.27,0.35,0.01,0.02,1.95,0.04,1.78,0.03,0.06,0.0,71.9,43.62,6.47,0.22,0.77,0.0,0.0,3.44,3.3,0.86,11.79,1.44,13-894,0,0,Adjudged to be AFFIRMED.
department-homeland-sec-v-maclean.pdf,1.0,9905.0,95.75,39.87,16.15,31.81,15.48,27.37,66.14,36.88,4.65,0.84,0.37,0.02,0.0,0.33,0.11,3.82,7.88,12.9,4.4,2.13,4.91,1.49,7.3,2.5,1.27,0.95,9.88,2.73,2.92,1.63,1.27,0.21,0.38,0.2,3.85,0.04,0.02,0.01,0.34,13.9,4.01,2.03,1.25,3.59,1.32,4.54,0.95,0.82,0.03,0.01,0.64,0.12,0.34,0.07,0.14,8.45,0.27,1.3,5.76,0.68,1.28,1.43,4.38,0.57,7.73,1.01,5.53,1.05,6.21,0.25,0.11,0.15,0.08,0.05,2.28,0.02,2.11,0.03,0.04,0.0,68.99,39.76,6.01,0.09,0.8,0.0,0.0,4.12,3.16,1.05,13.04,0.96,13-894,0,0,Adjudged to be AFFIRMED.
department-homeland-sec-v-regents-univ-caltrump-v-national-assn-advancement-colored-0.pdf,1.0,7174.0,93.93,40.86,8.01,32.72,10.29,26.39,60.48,36.06,4.93,0.86,0.18,0.03,0.0,0.25,0.4,4.07,7.65,11.4,4.96,2.33,4.08,2.01,6.79,2.93,1.78,0.5,7.42,1.41,2.75,1.53,1.13,0.2,0.29,0.32,3.47,0.11,0.0,0.25,0.33,11.9,3.14,2.44,1.32,2.12,1.45,3.58,0.68,0.59,0.06,0.03,0.53,0.13,0.25,0.01,0.14,5.98,0.4,1.06,3.82,0.49,0.72,2.02,3.65,0.45,7.25,1.0,4.38,1.85,5.62,0.31,0.39,0.25,0.03,0.08,0.86,0.04,0.63,0.15,0.04,0.0,60.36,38.82,5.92,0.1,0.2,0.0,0.0,4.15,3.28,1.85,4.71,1.32,"18-587,",2,0,None
department-homeland-sec-v-regents-univ-caltrump-v-national-assn-advancement-colored.pdf,1.0,22696.0,96.22,38.05,15.89,35.38,13.19,26.35,62.41,38.09,5.04,1.04,0.5,0.03,0.01,0.31,0.2,4.0,8.56,13.31,4.68,1.9,4.91,1.36,6.69,3.02,1.75,0.68,6.53,1.8,2.22,1.37,0.82,0.13,0.23,0.19,2.47,0.14,0.07,0.19,0.31,10.66,3.09,1.73,0.92,2.6,0.95,3.67,0.77,0.59,0.11,0.05,0.45,0.06,0.29,0.0,0.1,6.07,0.33,0.96,4.39,0.25,0.56,1.94,3.5,0.69,8.99,1.27,5.58,1.96,5.25,0.33,0.49,0.15,0.06,0.04,1.08,0.02,0.96,0.04,0.03,0.0,51.25,29.87,6.17,0.15,0.44,0.01,0.0,3.86,2.81,1.39,5.15,1.41,"18-587,",2,0,None
department-homeland-sec-v-thuraissigiam-1.pdf,1.0,24643.0,97.06,41.4,16.3,32.82,15.58,24.91,61.64,39.27,4.83,1.35,0.48,0.05,0.01,0.62,0.19,3.48,9.16,13.95,5.04,1.65,4.79,1.26,7.44,2.59,1.43,1.02,8.34,1.84,2.56,1.48,1.07,0.43,0.3,0.15,3.43,0.07,0.08,0.06,0.64,9.44,2.13,0.99,0.75,3.19,0.81,3.9,0.88,0.67,0.13,0.05,0.35,0.06,0.19,0.02,0.09,5.45,0.32,1.1,3.52,0.23,0.7,1.97,4.14,0.94,9.96,1.41,5.99,2.35,3.35,0.14,0.29,0.17,0.05,0.01,1.32,0.02,1.13,0.04,0.06,0.0,60.07,36.62,5.79,0.13,0.48,0.0,0.0,3.67,2.16,0.74,9.76,0.71,19-161,1,1,Judgment REVERSED and case REMANDED.
department-homeland-sec-v-thuraissigiam-2.pdf,1.0,7305.0,94.62,49.34,7.86,40.82,11.12,25.3,56.52,35.26,6.02,2.23,0.41,0.04,0.05,1.48,0.25,3.79,7.69,11.4,4.33,2.01,3.53,1.6,6.57,2.12,1.03,1.11,11.38,1.1,2.72,1.77,0.93,0.18,0.34,0.16,5.05,0.03,0.0,0.07,1.48,8.41,2.0,0.99,0.68,1.98,0.71,3.3,0.88,0.75,0.08,0.0,0.38,0.04,0.21,0.01,0.12,5.26,0.19,1.33,3.37,0.15,0.64,1.7,4.04,0.36,8.97,1.4,5.07,2.42,3.45,0.27,0.25,0.12,0.0,0.03,1.12,0.0,0.78,0.11,0.03,0.0,76.11,53.0,6.84,0.19,0.44,0.0,0.0,4.23,1.81,0.89,7.94,0.77,19-161,1,1,Judgment REVERSED and case REMANDED.
department-homeland-sec-v-thuraissigiam.pdf,1.0,35223.0,96.16,43.24,16.13,26.48,15.23,25.19,60.55,38.86,5.25,1.9,0.66,0.28,0.01,0.75,0.2,3.35,8.8,13.45,4.94,1.97,4.92,1.3,7.36,2.47,1.45,1.11,7.8,1.49,2.67,1.36,1.31,0.46,0.42,0.2,3.5,0.06,0.05,0.09,0.74,9.23,2.31,1.12,0.78,2.58,0.85,3.51,0.76,0.55,0.15,0.04,0.32,0.05,0.15,0.01,0.12,5.54,0.48,1.17,3.32,0.23,0.73,2.21,3.86,0.78,10.12,1.56,5.98,2.35,3.33,0.17,0.13,0.16,0.05,0.05,1.28,0.02,0.96,0.05,0.18,0.0,45.13,22.4,5.79,0.18,0.46,0.01,0.0,3.44,2.13,1.05,8.95,0.74,19-161,1,1,Judgment REVERSED and case REMANDED.
department-human-health-services-v-gilardi.pdf,1.0,40583.0,96.71,50.47,7.34,60.57,13.07,27.66,65.72,37.17,5.06,1.69,0.43,0.28,0.07,0.16,0.75,3.37,8.82,13.04,4.26,1.69,4.65,1.35,7.12,2.68,1.45,0.62,7.66,1.76,3.96,2.87,1.04,0.08,0.23,0.13,5.01,0.13,0.09,0.23,0.27,9.31,1.88,1.89,0.86,2.2,1.04,3.44,0.69,0.58,0.07,0.03,2.18,0.13,1.83,0.1,0.25,6.84,1.16,1.44,3.36,0.5,0.69,1.16,4.76,1.13,7.56,0.77,5.31,1.47,6.0,0.78,0.09,1.69,1.48,0.05,0.72,0.02,0.56,0.04,0.08,0.0,37.21,18.3,6.32,0.17,0.42,0.04,0.0,1.89,1.92,1.39,5.72,1.04,13-915,3,0,Petition DENIED.
department-justice-v-house-comm-judiciary-0.pdf,1.0,3652.0,95.52,45.0,7.8,34.31,11.97,26.67,60.73,37.57,5.94,0.6,0.41,0.03,0.03,0.08,0.05,5.34,8.35,12.79,5.12,2.33,3.4,1.51,7.94,3.15,1.75,0.52,9.5,0.93,3.37,1.92,1.42,0.14,0.44,0.47,3.61,0.0,0.0,0.0,0.08,10.93,2.98,1.62,1.67,1.7,1.15,3.01,0.9,0.77,0.05,0.0,0.41,0.16,0.11,0.0,0.14,6.6,0.25,0.71,5.39,0.16,0.36,1.89,4.71,0.25,7.83,0.25,5.42,2.3,2.44,0.16,0.6,0.38,0.0,0.0,0.52,0.0,0.44,0.05,0.0,0.0,72.95,50.36,5.18,0.22,0.19,0.0,0.0,4.6,3.01,1.31,7.78,0.3,19-1328,2,0,None
department-justice-v-house-comm-judiciary-2.pdf,1.0,7151.0,95.73,41.86,11.17,39.79,11.33,25.24,61.33,36.39,5.44,0.89,0.45,0.03,0.03,0.07,0.32,4.54,8.6,12.01,4.53,2.48,3.45,1.55,8.08,3.87,1.85,0.88,9.13,1.01,2.64,1.71,0.92,0.08,0.35,0.18,3.05,0.01,0.03,0.01,0.1,10.99,3.16,1.78,1.06,1.75,1.29,3.15,1.1,0.89,0.1,0.03,0.67,0.08,0.27,0.0,0.32,6.67,0.38,1.05,4.85,0.46,0.35,1.92,4.87,0.49,8.07,0.5,4.5,3.05,3.43,0.38,0.38,0.49,0.01,0.0,0.7,0.01,0.6,0.06,0.03,0.0,80.18,54.22,4.91,0.34,0.2,0.01,0.0,4.08,5.08,1.36,8.12,1.87,19-1328,2,0,None
department-justice-v-house-comm-judiciary.pdf,1.0,63616.0,97.63,47.56,11.75,60.34,14.76,26.77,61.5,36.73,4.79,1.41,0.79,0.17,0.02,0.3,0.14,3.38,8.98,13.79,4.2,1.85,3.87,1.16,7.07,3.82,1.4,0.7,7.07,1.07,3.24,2.52,0.7,0.12,0.27,0.11,3.88,0.06,0.04,0.06,0.35,9.66,2.89,1.42,0.99,1.73,1.07,2.72,1.06,0.79,0.15,0.05,0.41,0.08,0.19,0.01,0.17,6.65,0.67,0.93,4.71,0.28,0.39,1.62,4.23,0.52,8.77,0.55,5.68,2.43,4.16,0.36,0.52,0.61,0.03,0.02,0.76,0.01,0.58,0.05,0.03,0.0,38.42,14.46,6.32,0.2,0.47,0.01,0.0,4.06,4.33,1.34,5.7,1.54,19-1328,2,0,None
department-navy-petitioner-v-thomas-e-egan.txt,1.0,7241.0,97.23,43.8,13.98,67.78,16.27,29.86,68.62,41.15,5.34,1.2,0.26,0.1,0.0,0.64,0.21,4.14,10.51,13.81,5.23,2.18,4.13,1.49,8.04,2.55,1.02,0.94,6.7,1.05,4.9,3.56,1.34,0.11,0.11,0.19,3.0,0.01,0.01,0.08,0.55,11.28,3.95,2.21,0.7,1.93,1.37,2.9,0.88,0.7,0.15,0.0,0.65,0.22,0.17,0.0,0.29,7.86,0.26,1.75,4.18,0.35,2.18,2.38,4.5,0.75,8.74,1.55,5.21,1.71,5.86,0.19,0.04,0.1,0.03,0.01,1.16,0.0,1.06,0.06,0.07,0.0,27.74,9.07,6.59,0.07,0.4,0.0,0.0,1.22,2.09,0.86,6.19,1.27,16-100(1),2,0,None
department-transp-v-association-am-rr-reply-petition.pdf,1.0,3454.0,96.78,46.29,5.73,42.03,10.44,26.4,56.95,35.55,4.4,0.49,0.23,0.0,0.0,0.0,0.26,3.91,8.51,12.39,4.11,1.8,4.26,1.36,5.94,2.2,1.27,0.69,10.54,1.16,2.75,1.82,0.93,0.14,0.35,0.26,3.56,0.0,0.06,0.0,0.0,7.76,1.45,2.0,0.93,1.04,0.58,2.9,0.61,0.52,0.06,0.0,0.52,0.0,0.38,0.0,0.14,5.76,0.58,1.51,3.62,0.41,0.32,1.82,3.56,0.35,7.87,0.52,5.44,1.94,5.01,0.75,0.46,0.72,0.03,0.0,0.93,0.0,0.81,0.09,0.0,0.0,71.77,48.44,5.7,0.09,0.52,0.0,0.0,3.71,2.98,1.94,7.24,1.16,13-1080,1,1,Judgment VACATED and case REMANDED.
department-transp-v-association-am-rrs.pdf,1.0,7289.0,95.69,46.71,4.24,41.65,10.61,26.31,57.58,35.01,4.61,0.84,0.3,0.08,0.0,0.18,0.27,3.77,8.33,11.52,4.39,1.98,4.21,1.56,6.64,2.18,1.45,0.75,11.68,1.22,2.7,1.78,0.91,0.19,0.21,0.3,4.01,0.01,0.01,0.01,0.21,9.08,2.0,2.02,1.22,1.7,0.7,3.02,0.84,0.71,0.07,0.03,0.48,0.07,0.27,0.0,0.14,6.82,0.51,1.51,4.69,0.37,0.47,1.5,3.92,0.44,6.72,0.7,4.27,1.89,5.03,0.63,0.21,0.81,0.0,0.04,0.77,0.03,0.59,0.05,0.04,0.0,84.91,60.89,6.48,0.12,0.4,0.0,0.0,3.42,3.05,1.65,7.85,1.07,13-1080,1,1,Judgment VACATED and case REMANDED.
depierre-v-united-states-brief-merits.pdf,1.0,18961.0,94.61,39.32,7.02,23.3,11.0,24.88,51.71,31.85,4.44,0.92,0.41,0.03,0.01,0.26,0.22,3.52,6.54,10.95,4.09,1.69,4.62,1.05,6.94,3.27,2.12,0.79,12.2,1.77,1.59,0.7,0.86,0.15,0.28,0.14,1.97,0.02,0.02,0.01,0.27,10.04,2.45,2.16,0.78,2.25,0.85,3.21,1.2,0.74,0.07,0.12,1.59,0.09,0.86,0.03,0.65,3.24,0.13,0.7,1.98,0.24,0.32,1.69,4.18,0.44,7.12,0.87,4.4,1.9,2.34,0.18,0.23,0.23,0.01,0.04,0.96,0.03,0.85,0.04,0.02,0.0,57.36,29.83,7.38,0.37,0.73,0.05,0.0,1.74,4.96,0.91,10.02,1.38,09-1533,0,0,Adjudged to be AFFIRMED.
depomed-inc-v-matal.pdf,1.0,865.0,98.77,43.57,4.22,51.75,9.4,23.47,53.29,33.64,3.47,0.69,0.58,0.0,0.0,0.12,0.0,2.77,9.36,13.29,3.47,0.23,3.58,1.16,4.86,2.08,0.92,0.46,9.36,0.81,2.08,1.73,0.35,0.0,0.23,0.12,1.62,0.23,0.12,0.0,0.35,5.66,1.73,0.69,0.69,1.62,0.35,1.5,0.81,0.46,0.0,0.0,0.69,0.0,0.23,0.0,0.46,3.7,0.23,0.81,2.54,0.12,0.12,1.62,1.62,1.04,7.63,0.35,5.32,2.2,5.09,0.35,0.69,0.58,0.0,0.0,1.04,0.0,1.04,0.0,0.0,0.0,29.36,13.18,6.13,0.0,0.0,0.0,0.0,3.82,0.46,1.16,4.39,0.23,17-114,3,0,Petition DENIED.
desselle-v-united-states-opposition.txt,1.0,3942.0,98.28,44.76,8.23,11.85,12.24,26.1,54.62,35.03,3.78,0.66,0.25,0.0,0.03,0.36,0.05,3.12,9.87,12.61,4.34,1.29,3.4,0.79,7.38,1.78,1.19,0.58,11.19,1.19,2.41,0.66,1.73,0.15,0.68,0.1,1.85,0.2,0.0,0.03,0.48,7.97,2.54,1.37,0.71,1.55,0.91,2.16,0.51,0.46,0.03,0.0,0.56,0.1,0.51,0.03,0.0,3.98,0.15,0.71,2.28,0.25,0.74,1.88,3.73,0.53,8.78,1.4,6.32,1.09,2.94,0.46,0.51,0.28,0.0,0.08,0.61,0.0,0.56,0.0,0.03,0.0,33.79,10.73,6.49,0.13,0.99,0.0,0.0,1.5,2.69,1.34,7.61,2.31,06-435,3,0,Petition DENIED.
detroit-newspaper-agency-v-nlrb-opposition.txt,1.0,4511.0,97.25,40.63,22.52,26.14,11.6,26.47,63.62,39.99,5.45,1.55,0.84,0.02,0.0,0.27,0.42,3.9,10.11,13.97,4.39,1.93,4.77,1.55,7.36,2.62,1.15,0.95,6.12,1.11,2.46,1.24,1.22,0.13,0.64,0.02,2.68,0.0,0.02,0.02,0.24,7.14,1.66,1.24,0.49,1.4,0.75,2.68,0.75,0.51,0.16,0.09,0.4,0.07,0.2,0.02,0.11,5.99,1.04,0.69,3.7,0.51,0.55,3.48,2.33,0.22,12.04,1.51,8.11,2.35,4.32,0.29,1.29,0.27,0.07,0.02,1.86,0.0,1.8,0.02,0.07,0.0,25.32,10.53,6.85,0.02,0.13,0.0,0.0,1.24,1.46,1.11,3.28,0.69,05-1427,3,0,Petition DENIED.
devon-energy-corp-v-salazar-opposition.txt,1.0,3371.0,96.18,40.27,23.23,34.52,11.95,28.86,64.97,38.74,6.05,0.74,0.56,0.0,0.0,0.03,0.15,5.31,9.11,12.84,4.89,1.54,3.83,1.75,7.77,2.58,1.16,0.77,5.22,0.65,1.87,1.19,0.68,0.09,0.27,0.18,2.67,0.0,0.09,0.0,0.03,11.24,4.72,2.05,0.68,1.57,1.07,2.76,0.59,0.47,0.12,0.0,0.21,0.06,0.06,0.0,0.09,5.19,0.33,1.19,3.86,0.12,0.27,3.86,3.47,0.27,9.29,1.1,5.78,2.25,5.07,0.42,1.25,1.54,0.03,0.0,1.33,0.06,1.07,0.15,0.03,0.0,26.4,9.88,4.0,0.0,0.18,0.0,0.0,1.99,3.32,1.54,3.98,1.51,08-1404,3,0,Petition DENIED.
dex-media-inc-v-click-call-techs-lp.pdf,1.0,6565.0,97.33,41.74,11.52,39.67,9.13,21.39,55.29,32.35,4.16,0.76,0.56,0.0,0.0,0.15,0.05,3.4,8.35,11.56,4.19,1.29,2.85,1.23,6.9,2.04,1.17,0.7,12.06,1.71,2.36,1.57,0.79,0.02,0.23,0.15,2.07,0.05,0.09,0.08,0.12,7.94,2.79,1.25,0.87,1.37,0.4,2.33,0.99,0.69,0.23,0.0,1.08,0.03,0.12,0.0,0.96,3.58,0.38,1.11,1.89,0.12,0.21,2.56,2.99,0.5,9.14,0.46,5.97,2.73,5.22,0.78,0.43,0.17,0.0,0.05,1.78,0.03,1.69,0.02,0.0,0.0,88.76,63.79,6.02,0.11,0.59,0.0,0.0,4.13,2.3,2.0,8.77,1.05,18-916,1,1,Judgment VACATED and case REMANDED.
dhs-v-maclean.pdf,1.0,3591.0,94.74,52.56,8.12,45.2,11.7,29.1,61.74,34.48,5.1,0.53,0.25,0.0,0.0,0.14,0.14,4.57,7.55,11.45,4.62,2.81,3.45,1.25,7.02,2.78,1.5,0.95,10.86,1.73,3.37,2.2,1.14,0.22,0.39,0.11,4.59,0.0,0.0,0.0,0.14,10.72,3.95,1.78,1.25,1.89,1.23,2.31,1.25,0.97,0.17,0.06,0.75,0.14,0.22,0.14,0.39,6.91,0.17,0.89,4.37,0.45,1.34,1.48,4.37,0.75,7.49,0.86,5.24,1.5,4.96,0.45,0.58,0.19,0.0,0.08,2.14,0.14,1.89,0.0,0.0,0.0,67.53,38.29,5.65,0.33,0.58,0.08,0.0,4.96,3.87,1.56,11.22,0.97,13-894,0,0,Adjudged to be AFFIRMED.
dicristina-v-united-states-opposition.pdf,1.0,8482.0,95.5,36.62,7.72,27.14,10.55,22.66,57.5,34.14,4.98,0.77,0.39,0.04,0.0,0.25,0.09,4.21,7.5,11.74,4.23,1.7,3.94,1.58,7.24,2.79,1.74,0.75,11.7,1.91,1.4,0.73,0.65,0.17,0.24,0.11,2.36,0.17,0.02,0.05,0.4,10.1,2.49,1.3,0.91,1.91,1.0,3.78,1.06,0.91,0.06,0.05,0.58,0.12,0.29,0.05,0.13,4.83,0.73,1.26,2.45,0.34,0.22,1.8,4.21,0.25,6.94,0.67,4.88,1.39,3.18,1.47,0.93,2.03,0.0,0.02,1.39,0.06,1.17,0.06,0.05,0.0,82.06,57.49,6.76,0.12,0.55,0.0,0.0,3.17,4.35,1.17,7.33,1.12,13-564,3,0,Petition DENIED.
dietz-v-bouldin-0.pdf,1.0,12211.0,95.7,40.78,16.0,21.13,11.67,22.56,61.73,39.05,4.55,1.02,0.25,0.04,0.05,0.25,0.43,3.54,10.22,11.72,5.63,2.47,4.68,1.49,8.21,3.66,2.01,1.04,8.17,1.44,2.64,1.11,1.41,0.11,0.66,0.19,3.01,0.04,0.05,0.02,0.27,10.84,2.3,1.38,1.46,3.1,1.08,3.7,0.66,0.47,0.09,0.04,0.62,0.08,0.18,0.0,0.39,5.99,0.59,0.97,4.32,0.23,0.38,2.42,3.96,0.82,10.5,0.77,5.18,4.04,2.33,0.55,0.25,0.23,0.0,0.0,1.06,0.0,0.94,0.05,0.02,0.0,60.44,42.43,6.24,0.32,0.41,0.01,0.0,2.78,2.03,0.73,4.52,0.97,15-458,0,0,Adjudged to be AFFIRMED.
dietz-v-bouldin.pdf,1.0,12211.0,95.7,40.78,16.0,21.13,11.67,22.56,61.73,39.05,4.55,1.02,0.25,0.04,0.05,0.25,0.43,3.54,10.22,11.72,5.63,2.47,4.68,1.49,8.21,3.66,2.01,1.04,8.17,1.44,2.64,1.11,1.41,0.11,0.66,0.19,3.01,0.04,0.05,0.02,0.27,10.84,2.3,1.38,1.46,3.1,1.08,3.7,0.66,0.47,0.09,0.04,0.62,0.08,0.18,0.0,0.39,5.99,0.59,0.97,4.32,0.23,0.38,2.42,3.96,0.82,10.5,0.77,5.18,4.04,2.33,0.55,0.25,0.23,0.0,0.0,1.06,0.0,0.94,0.05,0.02,0.0,60.44,42.43,6.24,0.32,0.41,0.01,0.0,2.78,2.03,0.73,4.52,0.97,15-458,0,0,Adjudged to be AFFIRMED.
digital-realty-trust-inc-v-somers.pdf,1.0,17460.0,98.17,46.98,10.01,47.6,15.2,27.42,59.9,35.07,4.03,0.96,0.41,0.0,0.26,0.23,0.06,3.07,8.85,13.4,3.49,1.25,4.32,0.72,6.12,2.29,1.42,0.92,9.6,2.22,2.98,2.08,0.9,0.07,0.36,0.15,3.59,0.05,0.06,0.03,0.31,10.46,2.95,1.83,0.95,2.89,0.78,3.47,0.66,0.47,0.05,0.03,0.29,0.02,0.09,0.0,0.18,6.35,0.25,1.51,3.6,0.71,1.09,1.28,3.36,0.65,7.66,0.88,5.17,1.72,5.63,0.15,0.19,1.5,0.04,0.0,1.13,0.01,1.07,0.01,0.03,0.0,72.84,44.16,6.22,0.21,0.7,0.0,0.0,5.62,2.6,0.7,11.62,1.01,16-1276,1,1,Judgment REVERSED and case REMANDED.
